#Cas(sec) 	#srazky(mm)	#Vypary(mm)
48477600	0	-0.1532628200
48481200	0	-0.1532628200
48484800	0	-0.1532628200
48488400	0	-0.1532628200
48492000	0	-0.1532628200
48495600	0	-0.1532628200
48499200	0	-0.1532628200
48502800	0	-0.1532628200
48506400	0	-0.1532628200
48510000	0	-0.1532628200
48513600	0	-0.1532628200
48517200	0	-0.1532628200
48520800	0	-0.1532628200
48524400	0	-0.1532628200
48528000	0	-0.1532628200
48531600	0	-0.1532628200
48535200	0	-0.1532628200
48538800	0	-0.1532628200
48542400	0	-0.1532628200
48546000	0	-0.1532628200
48549600	0	-0.1532628200
48553200	0	-0.1532628200
48556800	0	-0.1487305400
48560400	0	-0.1487305400
48564000	0	-0.1487305400
48567600	0	-0.1487305400
48571200	0	-0.1487305400
48574800	0	-0.1487305400
48578400	0	-0.1487305400
48582000	0	-0.1487305400
48585600	0	-0.1487305400
48589200	0	-0.1487305400
48592800	0	-0.1487305400
48596400	0	-0.1487305400
48600000	0	-0.1487305400
48603600	0	-0.1487305400
48607200	0	-0.1487305400
48610800	0	-0.1487305400
48614400	0	-0.1487305400
48618000	0	-0.1487305400
48621600	0	-0.1487305400
48625200	0	-0.1487305400
48628800	0	-0.1487305400
48632400	0	-0.1487305400
48636000	0	-0.1487305400
48639600	0	-0.1487305400
48643200	0	-0.1605796200
48646800	0	-0.1605796200
48650400	0	-0.1605796200
48654000	0	-0.1605796200
48657600	0	-0.1605796200
48661200	0	-0.1605796200
48664800	0	-0.1605796200
48668400	0	-0.1605796200
48672000	0	-0.1605796200
48675600	0	-0.1605796200
48679200	0	-0.1605796200
48682800	0	-0.1605796200
48686400	0	-0.1605796200
48690000	0	-0.1605796200
48693600	0	-0.1605796200
48697200	0	-0.1605796200
48700800	0	-0.1605796200
48704400	0	-0.1605796200
48708000	0	-0.1605796200
48711600	0.1	-0.1605796200
48715200	0	-0.1605796200
48718800	0	-0.1605796200
48722400	0	-0.1605796200
48726000	0.1	-0.1605796200
48729600	0.1	-0.1539536700
48733200	0.2	-0.1539536700
48736800	0.1	-0.1539536700
48740400	0	-0.1539536700
48744000	0	-0.1539536700
48747600	0	-0.1539536700
48751200	0	-0.1539536700
48754800	0	-0.1539536700
48758400	0	-0.1539536700
48762000	0	-0.1539536700
48765600	0	-0.1539536700
48769200	0	-0.1539536700
48772800	0	-0.1539536700
48776400	0	-0.1539536700
48780000	0	-0.1539536700
48783600	0	-0.1539536700
48787200	0	-0.1539536700
48790800	0	-0.1539536700
48794400	0	-0.1539536700
48798000	0	-0.1539536700
48801600	0	-0.1539536700
48805200	0	-0.1539536700
48808800	0	-0.1539536700
48812400	0	-0.1539536700
48816000	0	-0.1505221000
48819600	0	-0.1505221000
48823200	0	-0.1505221000
48826800	0	-0.1505221000
48830400	0	-0.1505221000
48834000	0	-0.1505221000
48837600	0	-0.1505221000
48841200	0	-0.1505221000
48844800	0	-0.1505221000
48848400	0	-0.1505221000
48852000	0	-0.1505221000
48855600	0	-0.1505221000
48859200	0	-0.1505221000
48862800	0	-0.1505221000
48866400	0.9	-0.1505221000
48870000	0	-0.1505221000
48873600	0	-0.1505221000
48877200	0	-0.1505221000
48880800	0	-0.1505221000
48884400	0	-0.1505221000
48888000	0	-0.1505221000
48891600	0	-0.1505221000
48895200	0	-0.1505221000
48898800	0	-0.1505221000
48902400	0	-0.1576951700
48906000	0	-0.1576951700
48909600	0	-0.1576951700
48913200	0	-0.1576951700
48916800	0	-0.1576951700
48920400	0	-0.1576951700
48924000	0	-0.1576951700
48927600	0	-0.1576951700
48931200	0	-0.1576951700
48934800	0	-0.1576951700
48938400	0	-0.1576951700
48942000	0	-0.1576951700
48945600	0	-0.1576951700
48949200	0	-0.1576951700
48952800	0	-0.1576951700
48956400	0	-0.1576951700
48960000	0	-0.1576951700
48963600	0	-0.1576951700
48967200	0	-0.1576951700
48970800	0	-0.1576951700
48974400	0	-0.1576951700
48978000	0	-0.1576951700
48981600	0	-0.1576951700
48985200	0	-0.1576951700
48988800	0	-0.1611199200
48992400	0	-0.1611199200
48996000	0	-0.1611199200
48999600	0	-0.1611199200
49003200	0	-0.1611199200
49006800	0	-0.1611199200
49010400	0	-0.1611199200
49014000	0	-0.1611199200
49017600	0	-0.1611199200
49021200	0	-0.1611199200
49024800	0	-0.1611199200
49028400	0	-0.1611199200
49032000	0	-0.1611199200
49035600	0	-0.1611199200
49039200	0	-0.1611199200
49042800	0	-0.1611199200
49046400	0	-0.1611199200
49050000	0	-0.1611199200
49053600	0	-0.1611199200
49057200	0	-0.1611199200
49060800	0	-0.1611199200
49064400	0	-0.1611199200
49068000	0	-0.1611199200
49071600	0	-0.1611199200
49075200	0	-0.1573584300
49078800	0	-0.1573584300
49082400	0	-0.1573584300
49086000	0	-0.1573584300
49089600	0	-0.1573584300
49093200	0	-0.1573584300
49096800	0	-0.1573584300
49100400	0	-0.1573584300
49104000	0	-0.1573584300
49107600	0	-0.1573584300
49111200	0	-0.1573584300
49114800	0	-0.1573584300
49118400	0	-0.1573584300
49122000	0	-0.1573584300
49125600	0	-0.1573584300
49129200	0	-0.1573584300
49132800	0	-0.1573584300
49136400	0	-0.1573584300
49140000	0	-0.1573584300
49143600	0	-0.1573584300
49147200	0	-0.1573584300
49150800	3.1	-0.1573584300
49154400	0.2	-0.1573584300
49158000	0	-0.1573584300
49161600	0	-0.1593306900
49165200	0	-0.1593306900
49168800	0	-0.1593306900
49172400	0	-0.1593306900
49176000	0	-0.1593306900
49179600	0	-0.1593306900
49183200	0	-0.1593306900
49186800	0	-0.1593306900
49190400	0	-0.1593306900
49194000	0	-0.1593306900
49197600	0	-0.1593306900
49201200	0	-0.1593306900
49204800	0	-0.1593306900
49208400	0	-0.1593306900
49212000	0	-0.1593306900
49215600	0	-0.1593306900
49219200	0	-0.1593306900
49222800	0	-0.1593306900
49226400	0	-0.1593306900
49230000	0	-0.1593306900
49233600	0	-0.1593306900
49237200	0	-0.1593306900
49240800	0	-0.1593306900
49244400	0	-0.1593306900
49248000	0	-0.1654907800
49251600	0	-0.1654907800
49255200	0	-0.1654907800
49258800	0	-0.1654907800
49262400	0	-0.1654907800
49266000	0	-0.1654907800
49269600	0	-0.1654907800
49273200	0	-0.1654907800
49276800	0	-0.1654907800
49280400	0	-0.1654907800
49284000	0	-0.1654907800
49287600	0	-0.1654907800
49291200	0	-0.1654907800
49294800	0	-0.1654907800
49298400	0	-0.1654907800
49302000	0	-0.1654907800
49305600	0	-0.1654907800
49309200	0	-0.1654907800
49312800	0	-0.1654907800
49316400	0	-0.1654907800
49320000	0	-0.1654907800
49323600	0	-0.1654907800
49327200	0	-0.1654907800
49330800	0	-0.1654907800
49334400	0	-0.1652447700
49338000	0	-0.1652447700
49341600	0	-0.1652447700
49345200	0	-0.1652447700
49348800	0	-0.1652447700
49352400	0	-0.1652447700
49356000	0	-0.1652447700
49359600	0	-0.1652447700
49363200	0	-0.1652447700
49366800	0	-0.1652447700
49370400	0	-0.1652447700
49374000	0	-0.1652447700
49377600	0	-0.1652447700
49381200	0	-0.1652447700
49384800	0	-0.1652447700
49388400	0	-0.1652447700
49392000	0	-0.1652447700
49395600	0	-0.1652447700
49399200	0	-0.1652447700
49402800	0	-0.1652447700
49406400	0	-0.1652447700
49410000	0	-0.1652447700
49413600	0	-0.1652447700
49417200	0	-0.1652447700
49420800	0	-0.1662522600
49424400	0	-0.1662522600
49428000	0	-0.1662522600
49431600	0	-0.1662522600
49435200	0	-0.1662522600
49438800	0	-0.1662522600
49442400	0	-0.1662522600
49446000	0	-0.1662522600
49449600	0	-0.1662522600
49453200	0	-0.1662522600
49456800	0	-0.1662522600
49460400	0	-0.1662522600
49464000	0	-0.1662522600
49467600	0	-0.1662522600
49471200	0	-0.1662522600
49474800	0	-0.1662522600
49478400	0	-0.1662522600
49482000	0	-0.1662522600
49485600	0	-0.1662522600
49489200	0	-0.1662522600
49492800	0	-0.1662522600
49496400	0	-0.1662522600
49500000	0	-0.1662522600
49503600	0	-0.1662522600
49507200	0	-0.1720691500
49510800	0	-0.1720691500
49514400	0	-0.1720691500
49518000	0	-0.1720691500
49521600	0	-0.1720691500
49525200	0	-0.1720691500
49528800	0	-0.1720691500
49532400	0	-0.1720691500
49536000	0	-0.1720691500
49539600	0	-0.1720691500
49543200	0	-0.1720691500
49546800	0	-0.1720691500
49550400	0	-0.1720691500
49554000	0	-0.1720691500
49557600	0	-0.1720691500
49561200	0	-0.1720691500
49564800	0	-0.1720691500
49568400	0	-0.1720691500
49572000	0	-0.1720691500
49575600	0	-0.1720691500
49579200	0	-0.1720691500
49582800	0	-0.1720691500
49586400	0	-0.1720691500
49590000	0	-0.1720691500
49593600	0	-0.1772866700
49597200	0	-0.1772866700
49600800	0	-0.1772866700
49604400	0	-0.1772866700
49608000	0	-0.1772866700
49611600	0	-0.1772866700
49615200	0	-0.1772866700
49618800	0	-0.1772866700
49622400	0	-0.1772866700
49626000	0	-0.1772866700
49629600	0	-0.1772866700
49633200	0	-0.1772866700
49636800	0	-0.1772866700
49640400	0	-0.1772866700
49644000	0	-0.1772866700
49647600	0	-0.1772866700
49651200	0	-0.1772866700
49654800	0	-0.1772866700
49658400	0	-0.1772866700
49662000	0	-0.1772866700
49665600	0	-0.1772866700
49669200	0	-0.1772866700
49672800	0	-0.1772866700
49676400	0	-0.1772866700
49680000	0	-0.1805785400
49683600	0	-0.1805785400
49687200	0	-0.1805785400
49690800	0	-0.1805785400
49694400	0	-0.1805785400
49698000	0	-0.1805785400
49701600	0	-0.1805785400
49705200	0	-0.1805785400
49708800	0	-0.1805785400
49712400	0	-0.1805785400
49716000	0	-0.1805785400
49719600	0	-0.1805785400
49723200	0	-0.1805785400
49726800	0	-0.1805785400
49730400	0	-0.1805785400
49734000	0	-0.1805785400
49737600	0	-0.1805785400
49741200	0	-0.1805785400
49744800	0	-0.1805785400
49748400	0	-0.1805785400
49752000	0	-0.1805785400
49755600	0	-0.1805785400
49759200	0	-0.1805785400
49762800	0	-0.1805785400
49766400	0.4	-0.1802022900
49770000	0	-0.1802022900
49773600	0	-0.1802022900
49777200	0	-0.1802022900
49780800	0	-0.1802022900
49784400	0	-0.1802022900
49788000	0	-0.1802022900
49791600	0	-0.1802022900
49795200	0	-0.1802022900
49798800	0	-0.1802022900
49802400	0	-0.1802022900
49806000	0	-0.1802022900
49809600	0	-0.1802022900
49813200	0	-0.1802022900
49816800	0	-0.1802022900
49820400	0	-0.1802022900
49824000	0	-0.1802022900
49827600	0	-0.1802022900
49831200	0	-0.1802022900
49834800	0	-0.1802022900
49838400	0	-0.1802022900
49842000	0	-0.1802022900
49845600	0	-0.1802022900
49849200	0	-0.1802022900
49852800	0	-0.1800562000
49856400	0	-0.1800562000
49860000	0	-0.1800562000
49863600	0	-0.1800562000
49867200	0	-0.1800562000
49870800	0	-0.1800562000
49874400	0	-0.1800562000
49878000	0	-0.1800562000
49881600	0	-0.1800562000
49885200	0	-0.1800562000
49888800	0	-0.1800562000
49892400	0	-0.1800562000
49896000	0	-0.1800562000
49899600	0	-0.1800562000
49903200	0	-0.1800562000
49906800	0	-0.1800562000
49910400	0	-0.1800562000
49914000	0	-0.1800562000
49917600	0	-0.1800562000
49921200	0	-0.1800562000
49924800	5	-0.1800562000
49928400	9.8	-0.1800562000
49932000	0	-0.1800562000
49935600	0	-0.1800562000
49939200	0	-0.1812459600
49942800	0	-0.1812459600
49946400	0	-0.1812459600
49950000	0	-0.1812459600
49953600	0	-0.1812459600
49957200	0	-0.1812459600
49960800	0	-0.1812459600
49964400	0	-0.1812459600
49968000	4.5	-0.1812459600
49971600	0	-0.1812459600
49975200	0	-0.1812459600
49978800	0	-0.1812459600
49982400	0	-0.1812459600
49986000	0	-0.1812459600
49989600	0	-0.1812459600
49993200	0	-0.1812459600
49996800	0	-0.1812459600
50000400	0	-0.1812459600
50004000	0	-0.1812459600
50007600	0	-0.1812459600
50011200	0	-0.1812459600
50014800	0	-0.1812459600
50018400	0	-0.1812459600
50022000	0	-0.1812459600
50025600	0	-0.1816992800
50029200	0	-0.1816992800
50032800	0	-0.1816992800
50036400	0	-0.1816992800
50040000	0	-0.1816992800
50043600	0	-0.1816992800
50047200	0	-0.1816992800
50050800	0	-0.1816992800
50054400	0	-0.1816992800
50058000	0	-0.1816992800
50061600	0	-0.1816992800
50065200	0	-0.1816992800
50068800	0	-0.1816992800
50072400	0	-0.1816992800
50076000	0	-0.1816992800
50079600	0	-0.1816992800
50083200	0	-0.1816992800
50086800	0	-0.1816992800
50090400	0	-0.1816992800
50094000	0	-0.1816992800
50097600	0	-0.1816992800
50101200	0	-0.1816992800
50104800	0	-0.1816992800
50108400	0	-0.1816992800
50112000	0	-0.1775676200
50115600	0	-0.1775676200
50119200	0	-0.1775676200
50122800	0	-0.1775676200
50126400	0	-0.1775676200
50130000	0	-0.1775676200
50133600	0	-0.1775676200
50137200	0	-0.1775676200
50140800	0	-0.1775676200
50144400	0	-0.1775676200
50148000	0	-0.1775676200
50151600	0	-0.1775676200
50155200	0	-0.1775676200
50158800	0	-0.1775676200
50162400	0	-0.1775676200
50166000	0	-0.1775676200
50169600	0	-0.1775676200
50173200	0	-0.1775676200
50176800	0	-0.1775676200
50180400	0	-0.1775676200
50184000	0	-0.1775676200
50187600	0	-0.1775676200
50191200	0	-0.1775676200
50194800	0	-0.1775676200
50198400	0	-0.1645336600
50202000	0	-0.1645336600
50205600	0	-0.1645336600
50209200	0	-0.1645336600
50212800	0	-0.1645336600
50216400	0	-0.1645336600
50220000	0	-0.1645336600
50223600	0	-0.1645336600
50227200	0	-0.1645336600
50230800	0	-0.1645336600
50234400	0	-0.1645336600
50238000	0	-0.1645336600
50241600	0	-0.1645336600
50245200	0	-0.1645336600
50248800	0	-0.1645336600
50252400	0	-0.1645336600
50256000	0	-0.1645336600
50259600	0	-0.1645336600
50263200	8.2	-0.1645336600
50266800	0.1	-0.1645336600
50270400	0	-0.1645336600
50274000	0	-0.1645336600
50277600	0	-0.1645336600
50281200	0	-0.1645336600
50284800	0	-0.1500932800
50288400	0	-0.1500932800
50292000	0	-0.1500932800
50295600	0	-0.1500932800
50299200	0	-0.1500932800
50302800	0	-0.1500932800
50306400	0	-0.1500932800
50310000	0	-0.1500932800
50313600	0	-0.1500932800
50317200	0	-0.1500932800
50320800	0	-0.1500932800
50324400	0	-0.1500932800
50328000	0	-0.1500932800
50331600	0	-0.1500932800
50335200	0	-0.1500932800
50338800	0	-0.1500932800
50342400	0	-0.1500932800
50346000	0	-0.1500932800
50349600	0	-0.1500932800
50353200	0	-0.1500932800
50356800	0	-0.1500932800
50360400	0	-0.1500932800
50364000	0	-0.1500932800
50367600	0	-0.1500932800
50371200	0	-0.1627660700
50374800	0	-0.1627660700
50378400	0	-0.1627660700
50382000	0	-0.1627660700
50385600	1.3	-0.1627660700
50389200	0	-0.1627660700
50392800	0	-0.1627660700
50396400	0	-0.1627660700
50400000	0	-0.1627660700
50403600	0.1	-0.1627660700
50407200	0.3	-0.1627660700
50410800	0	-0.1627660700
50414400	0	-0.1627660700
50418000	0	-0.1627660700
50421600	0	-0.1627660700
50425200	0	-0.1627660700
50428800	0.1	-0.1627660700
50432400	0	-0.1627660700
50436000	0	-0.1627660700
50439600	0.1	-0.1627660700
50443200	0	-0.1627660700
50446800	0	-0.1627660700
50450400	0	-0.1627660700
50454000	0	-0.1627660700
50457600	0	-0.1809104100
50461200	0	-0.1809104100
50464800	0	-0.1809104100
50468400	0	-0.1809104100
50472000	0	-0.1809104100
50475600	0	-0.1809104100
50479200	0	-0.1809104100
50482800	0	-0.1809104100
50486400	0	-0.1809104100
50490000	0	-0.1809104100
50493600	0	-0.1809104100
50497200	0	-0.1809104100
50500800	0	-0.1809104100
50504400	0	-0.1809104100
50508000	0	-0.1809104100
50511600	0	-0.1809104100
50515200	0	-0.1809104100
50518800	0	-0.1809104100
50522400	0	-0.1809104100
50526000	0	-0.1809104100
50529600	0	-0.1809104100
50533200	0	-0.1809104100
50536800	0	-0.1809104100
50540400	0	-0.1809104100
50544000	0	-0.1802801900
50547600	0	-0.1802801900
50551200	0	-0.1802801900
50554800	0	-0.1802801900
50558400	0	-0.1802801900
50562000	0	-0.1802801900
50565600	0	-0.1802801900
50569200	0	-0.1802801900
50572800	0	-0.1802801900
50576400	0	-0.1802801900
50580000	0	-0.1802801900
50583600	0	-0.1802801900
50587200	0	-0.1802801900
50590800	0	-0.1802801900
50594400	0	-0.1802801900
50598000	0	-0.1802801900
50601600	0	-0.1802801900
50605200	0	-0.1802801900
50608800	0	-0.1802801900
50612400	0	-0.1802801900
50616000	0	-0.1802801900
50619600	0	-0.1802801900
50623200	0	-0.1802801900
50626800	0	-0.1802801900
50630400	0	-0.1554035800
50634000	0	-0.1554035800
50637600	0	-0.1554035800
50641200	0	-0.1554035800
50644800	0	-0.1554035800
50648400	0	-0.1554035800
50652000	0	-0.1554035800
50655600	0	-0.1554035800
50659200	0	-0.1554035800
50662800	0	-0.1554035800
50666400	0	-0.1554035800
50670000	0	-0.1554035800
50673600	0	-0.1554035800
50677200	0	-0.1554035800
50680800	0	-0.1554035800
50684400	0	-0.1554035800
50688000	0	-0.1554035800
50691600	0	-0.1554035800
50695200	0	-0.1554035800
50698800	0.3	-0.1554035800
50702400	0	-0.1554035800
50706000	0	-0.1554035800
50709600	0	-0.1554035800
50713200	0	-0.1554035800
50716800	0	-0.1407970200
50720400	0.4	-0.1407970200
50724000	1.2	-0.1407970200
50727600	0.1	-0.1407970200
50731200	0	-0.1407970200
50734800	0	-0.1407970200
50738400	0	-0.1407970200
50742000	0	-0.1407970200
50745600	0	-0.1407970200
50749200	0	-0.1407970200
50752800	0	-0.1407970200
50756400	0	-0.1407970200
50760000	0	-0.1407970200
50763600	0	-0.1407970200
50767200	0	-0.1407970200
50770800	0	-0.1407970200
50774400	0	-0.1407970200
50778000	0	-0.1407970200
50781600	0	-0.1407970200
50785200	0	-0.1407970200
50788800	0	-0.1407970200
50792400	0	-0.1407970200
50796000	0	-0.1407970200
50799600	0	-0.1407970200
50803200	0	-0.1374829700
50806800	0	-0.1374829700
50810400	0	-0.1374829700
50814000	0	-0.1374829700
50817600	0	-0.1374829700
50821200	0	-0.1374829700
50824800	0	-0.1374829700
50828400	0	-0.1374829700
50832000	0	-0.1374829700
50835600	0	-0.1374829700
50839200	0	-0.1374829700
50842800	0	-0.1374829700
50846400	0	-0.1374829700
50850000	0	-0.1374829700
50853600	0	-0.1374829700
50857200	0	-0.1374829700
50860800	0	-0.1374829700
50864400	0	-0.1374829700
50868000	0	-0.1374829700
50871600	0	-0.1374829700
50875200	0	-0.1374829700
50878800	0	-0.1374829700
50882400	0	-0.1374829700
50886000	0	-0.1374829700
50889600	0	-0.1604555200
50893200	0	-0.1604555200
50896800	0	-0.1604555200
50900400	0	-0.1604555200
50904000	0	-0.1604555200
50907600	0	-0.1604555200
50911200	0	-0.1604555200
50914800	0	-0.1604555200
50918400	0	-0.1604555200
50922000	0	-0.1604555200
50925600	0	-0.1604555200
50929200	0	-0.1604555200
50932800	0	-0.1604555200
50936400	0	-0.1604555200
50940000	0	-0.1604555200
50943600	0	-0.1604555200
50947200	0	-0.1604555200
50950800	0	-0.1604555200
50954400	0	-0.1604555200
50958000	0	-0.1604555200
50961600	0	-0.1604555200
50965200	0	-0.1604555200
50968800	0	-0.1604555200
50972400	0	-0.1604555200
50976000	0	-0.1543849300
50979600	0	-0.1543849300
50983200	0	-0.1543849300
50986800	0	-0.1543849300
50990400	0	-0.1543849300
50994000	0	-0.1543849300
50997600	0	-0.1543849300
51001200	0	-0.1543849300
51004800	0	-0.1543849300
51008400	0	-0.1543849300
51012000	0	-0.1543849300
51015600	0	-0.1543849300
51019200	0	-0.1543849300
51022800	0	-0.1543849300
51026400	0	-0.1543849300
51030000	0	-0.1543849300
51033600	0	-0.1543849300
51037200	0	-0.1543849300
51040800	0	-0.1543849300
51044400	0	-0.1543849300
51048000	0	-0.1543849300
51051600	0	-0.1543849300
51055200	0	-0.1543849300
51058800	0	-0.1543849300
51062400	0	-0.1500525100
51066000	0	-0.1500525100
51069600	0	-0.1500525100
51073200	0	-0.1500525100
51076800	0	-0.1500525100
51080400	0	-0.1500525100
51084000	0	-0.1500525100
51087600	0	-0.1500525100
51091200	0	-0.1500525100
51094800	0	-0.1500525100
51098400	0	-0.1500525100
51102000	0	-0.1500525100
51105600	0	-0.1500525100
51109200	0	-0.1500525100
51112800	0	-0.1500525100
51116400	0	-0.1500525100
51120000	0	-0.1500525100
51123600	0	-0.1500525100
51127200	0	-0.1500525100
51130800	0	-0.1500525100
51134400	0	-0.1500525100
51138000	0	-0.1500525100
51141600	0	-0.1500525100
51145200	0	-0.1500525100
51148800	0	-0.1535383700
51152400	0	-0.1535383700
51156000	0.5	-0.1535383700
51159600	0	-0.1535383700
51163200	0	-0.1535383700
51166800	0	-0.1535383700
51170400	0	-0.1535383700
51174000	0	-0.1535383700
51177600	0	-0.1535383700
51181200	0	-0.1535383700
51184800	0	-0.1535383700
51188400	0	-0.1535383700
51192000	0	-0.1535383700
51195600	0	-0.1535383700
51199200	0	-0.1535383700
51202800	0	-0.1535383700
51206400	0	-0.1535383700
51210000	0	-0.1535383700
51213600	0	-0.1535383700
51217200	0	-0.1535383700
51220800	0	-0.1535383700
51224400	0	-0.1535383700
51228000	0	-0.1535383700
51231600	0	-0.1535383700
51235200	0	-0.1568631200
51238800	0	-0.1568631200
51242400	0	-0.1568631200
51246000	0	-0.1568631200
51249600	0	-0.1568631200
51253200	0	-0.1568631200
51256800	0	-0.1568631200
51260400	0	-0.1568631200
51264000	0	-0.1568631200
51267600	0	-0.1568631200
51271200	0	-0.1568631200
51274800	0	-0.1568631200
51278400	0	-0.1568631200
51282000	0	-0.1568631200
51285600	0	-0.1568631200
51289200	0	-0.1568631200
51292800	0	-0.1568631200
51296400	0	-0.1568631200
51300000	0	-0.1568631200
51303600	0	-0.1568631200
51307200	0	-0.1568631200
51310800	0	-0.1568631200
51314400	0	-0.1568631200
51318000	0	-0.1568631200
51321600	0	-0.1613749900
51325200	0	-0.1613749900
51328800	0	-0.1613749900
51332400	0	-0.1613749900
51336000	0	-0.1613749900
51339600	0	-0.1613749900
51343200	0	-0.1613749900
51346800	0	-0.1613749900
51350400	0	-0.1613749900
51354000	0	-0.1613749900
51357600	0	-0.1613749900
51361200	0	-0.1613749900
51364800	0	-0.1613749900
51368400	0	-0.1613749900
51372000	0	-0.1613749900
51375600	0	-0.1613749900
51379200	0	-0.1613749900
51382800	0	-0.1613749900
51386400	0	-0.1613749900
51390000	0	-0.1613749900
51393600	0	-0.1613749900
51397200	0	-0.1613749900
51400800	0	-0.1613749900
51404400	0	-0.1613749900
51408000	0	-0.1705279300
51411600	0	-0.1705279300
51415200	0	-0.1705279300
51418800	0	-0.1705279300
51422400	0	-0.1705279300
51426000	0	-0.1705279300
51429600	0	-0.1705279300
51433200	0	-0.1705279300
51436800	0	-0.1705279300
51440400	0	-0.1705279300
51444000	0	-0.1705279300
51447600	0	-0.1705279300
51451200	0	-0.1705279300
51454800	0	-0.1705279300
51458400	0	-0.1705279300
51462000	0	-0.1705279300
51465600	0	-0.1705279300
51469200	0	-0.1705279300
51472800	0	-0.1705279300
51476400	0	-0.1705279300
51480000	0	-0.1705279300
51483600	0	-0.1705279300
51487200	0	-0.1705279300
51490800	0	-0.1705279300
51494400	0	-0.1700470600
51498000	0	-0.1700470600
51501600	0	-0.1700470600
51505200	0	-0.1700470600
51508800	0	-0.1700470600
51512400	0	-0.1700470600
51516000	0	-0.1700470600
51519600	0	-0.1700470600
51523200	0	-0.1700470600
51526800	0	-0.1700470600
51530400	0	-0.1700470600
51534000	0	-0.1700470600
51537600	0	-0.1700470600
51541200	0	-0.1700470600
51544800	0	-0.1700470600
51548400	0	-0.1700470600
51552000	0	-0.1700470600
51555600	0	-0.1700470600
51559200	0	-0.1700470600
51562800	0	-0.1700470600
51566400	0	-0.1700470600
51570000	0	-0.1700470600
51573600	0	-0.1700470600
51577200	0	-0.1700470600
51580800	0	-0.1559936500
51584400	0	-0.1559936500
51588000	1.5	-0.1559936500
51591600	0.2	-0.1559936500
51595200	0	-0.1559936500
51598800	0	-0.1559936500
51602400	0	-0.1559936500
51606000	0	-0.1559936500
51609600	1.2	-0.1559936500
51613200	1.1	-0.1559936500
51616800	0.4	-0.1559936500
51620400	0	-0.1559936500
51624000	0	-0.1559936500
51627600	0	-0.1559936500
51631200	0	-0.1559936500
51634800	0	-0.1559936500
51638400	0	-0.1559936500
51642000	0	-0.1559936500
51645600	0	-0.1559936500
51649200	0	-0.1559936500
51652800	0	-0.1559936500
51656400	2.8	-0.1559936500
51660000	0	-0.1559936500
51663600	0	-0.1559936500
51667200	0	-0.1624742900
51670800	0	-0.1624742900
51674400	0	-0.1624742900
51678000	0	-0.1624742900
51681600	0	-0.1624742900
51685200	0	-0.1624742900
51688800	0	-0.1624742900
51692400	0	-0.1624742900
51696000	0	-0.1624742900
51699600	0	-0.1624742900
51703200	0	-0.1624742900
51706800	0	-0.1624742900
51710400	0	-0.1624742900
51714000	0	-0.1624742900
51717600	0	-0.1624742900
51721200	0	-0.1624742900
51724800	0	-0.1624742900
51728400	0	-0.1624742900
51732000	0	-0.1624742900
51735600	0	-0.1624742900
51739200	0	-0.1624742900
51742800	0	-0.1624742900
51746400	0	-0.1624742900
51750000	0	-0.1624742900
51753600	0	-0.1726758300
51757200	0	-0.1726758300
51760800	0	-0.1726758300
51764400	0	-0.1726758300
51768000	0	-0.1726758300
51771600	0	-0.1726758300
51775200	0	-0.1726758300
51778800	0	-0.1726758300
51782400	0	-0.1726758300
51786000	0	-0.1726758300
51789600	0	-0.1726758300
51793200	0	-0.1726758300
51796800	0	-0.1726758300
51800400	0	-0.1726758300
51804000	0	-0.1726758300
51807600	0	-0.1726758300
51811200	0	-0.1726758300
51814800	0	-0.1726758300
51818400	0	-0.1726758300
51822000	0	-0.1726758300
51825600	0	-0.1726758300
51829200	0	-0.1726758300
51832800	0	-0.1726758300
51836400	0	-0.1726758300
51840000	0	-0.1522057300
51843600	0	-0.1522057300
51847200	0	-0.1522057300
51850800	0	-0.1522057300
51854400	0	-0.1522057300
51858000	0	-0.1522057300
51861600	0	-0.1522057300
51865200	0	-0.1522057300
51868800	0	-0.1522057300
51872400	0	-0.1522057300
51876000	0	-0.1522057300
51879600	0	-0.1522057300
51883200	0	-0.1522057300
51886800	0	-0.1522057300
51890400	0	-0.1522057300
51894000	0	-0.1522057300
51897600	0	-0.1522057300
51901200	0	-0.1522057300
51904800	0	-0.1522057300
51908400	0	-0.1522057300
51912000	0	-0.1522057300
51915600	0	-0.1522057300
51919200	0	-0.1522057300
51922800	0	-0.1522057300
51926400	0	-0.1289600900
51930000	0	-0.1289600900
51933600	0	-0.1289600900
51937200	0	-0.1289600900
51940800	0	-0.1289600900
51944400	0	-0.1289600900
51948000	0	-0.1289600900
51951600	0	-0.1289600900
51955200	0	-0.1289600900
51958800	0	-0.1289600900
51962400	0	-0.1289600900
51966000	0	-0.1289600900
51969600	0	-0.1289600900
51973200	0	-0.1289600900
51976800	0	-0.1289600900
51980400	0	-0.1289600900
51984000	0	-0.1289600900
51987600	0	-0.1289600900
51991200	0	-0.1289600900
51994800	0	-0.1289600900
51998400	0	-0.1289600900
52002000	0	-0.1289600900
52005600	0	-0.1289600900
52009200	0	-0.1289600900
52012800	0	-0.1180533300
52016400	0	-0.1180533300
52020000	0	-0.1180533300
52023600	0	-0.1180533300
52027200	0	-0.1180533300
52030800	0	-0.1180533300
52034400	0	-0.1180533300
52038000	0	-0.1180533300
52041600	0	-0.1180533300
52045200	0	-0.1180533300
52048800	0	-0.1180533300
